chr5	173247666	173251666	chr5	173343219	173347219
chr1	160516095	160520095	chr1	160491052	160495052
chr1	160516095	160520095	chr1	160547306	160551306
chr17	62150155	62154155	chr17	62221699	62225699
chr17	62150155	62154155	chr17	62095994	62099994
chr17	2024547	2028547	chr17	1957604	1961604
chr17	2024547	2028547	chr17	2117309	2121309
chr12	93559849	93563849	chr12	93770430	93774430
chr1	12110316	12114316	chr1	11966209	11970209
chr1	12110316	12114316	chr1	11967984	11971984
chr1	93414906	93418906	chr1	93295666	93299666
chr6	6545011	6549011	chr6	6586902	6590902
chr6	6541688	6545688	chr6	6586902	6590902
chr7	7982621	7986621	chr7	8007534	8011534
chr7	98976756	98980756	chr7	99004452	99008452
chr7	98975851	98979851	chr7	99004452	99008452
chr7	98975034	98979034	chr7	99004452	99008452
chr7	128593508	128597508	chr7	128693198	128697198
chr4	39353585	39357585	chr4	39458568	39462568
chr2	61989417	61993417	chr2	62113939	62117939
chr10	64395641	64399641	chr10	64562516	64566516
chr8	11393468	11397468	chr8	11349899	11353899
chr8	11388923	11392923	chr8	11349899	11353899
chr8	11387132	11391132	chr8	11349899	11353899
chr21	45561323	45565323	chr21	45625282	45629282
chr21	45563548	45567548	chr21	45625282	45629282
chr21	45562817	45566817	chr21	45625282	45629282
chr11	265991	269991	chr11	325400	329400
chr11	265991	269991	chr11	325537	329537
chr11	267543	271543	chr11	325400	329400
chr11	267543	271543	chr11	325537	329537
chr4	3077844	3081844	chr4	2937378	2941378
chr6	157039084	157043084	chr6	157096211	157100211
chr6	157040519	157044519	chr6	157096211	157100211
chr5	6735587	6739587	chr5	6631404	6635404
chr5	150446125	150450125	chr5	150535443	150539443
chr5	150446125	150450125	chr5	150536023	150540023
chr22	24141305	24145305	chr22	24234191	24238191
chr22	24143499	24147499	chr22	24234191	24238191
chr1	24045101	24049101	chr1	24017099	24021099
chr1	24052104	24056104	chr1	24017099	24021099
chr22	29596702	29600702	chr22	29662198	29666198
chr22	18281649	18285649	chr22	18559143	18563143
chr22	18281649	18285649	chr22	18258088	18262088
chr22	18281649	18285649	chr22	18559650	18563650
chr22	18280535	18284535	chr22	18559143	18563143
chr22	18280535	18284535	chr22	18258088	18262088
chr22	18280535	18284535	chr22	18559650	18563650
chr22	18277033	18281033	chr22	18559143	18563143
chr22	18277033	18281033	chr22	18258088	18262088
chr22	18277033	18281033	chr22	18559650	18563650
chr8	6596348	6600348	chr8	6603205	6607205
chr12	109008920	109012920	chr12	108953176	108957176
chr12	92824689	92828689	chr12	92858227	92862227
chr12	92824689	92828689	chr12	92537957	92541957
chr1	26945201	26949201	chr1	27113419	27117419
chr14	35753865	35757865	chr14	35589723	35593723
chr12	118743286	118747286	chr12	118812080	118816080
