chr12	133274931	133278931	chr12	133400287	133404287
chr17	66769048	66773048	chr17	66095615	66099615
chr1	27933267	27937267	chr1	27850316	27854316
chr20	48700161	48704161	chr20	48783883	48787883
chr17	72473754	72477754	chr17	72320351	72324351
chr16	22204889	22208889	chr16	22384208	22388208
chr1	24048234	24052234	chr1	24231601	24235601
chr21	44833283	44837283	chr21	43914649	43918649
chr10	32628721	32632721	chr10	32519173	32523173
chr19	18402043	18406043	chr19	18506427	18510427
chr7	5278979	5282979	chr7	5109756	5113756
chr4	154415494	154419494	chr4	154708272	154712272
chr3	135909164	135913164	chr3	135156671	135160671
chr12	8120988	8124988	chr12	7816499	7820499
chr7	95128594	95132594	chr7	95237108	95241108
chr8	42955670	42959670	chr8	42579371	42583371
chr10	73629105	73633105	chr10	73531255	73535255
chr1	207991795	207995795	chr1	208082747	208086747
chr4	39969668	39973668	chr4	39936373	39940373
chr7	99839352	99843352	chr7	99736305	99740305
chr19	55116447	55120447	chr19	54862894	54866894
chr5	131750210	131754210	chr5	131514821	131518821
chr17	4277256	4281256	chr17	3597698	3601698
chr11	47380809	47384809	chr11	47596140	47600140
chr22	43058120	43062120	chr22	42959336	42963336
chr2	85149864	85153864	chr2	85411532	85415532
chr16	85715172	85719172	chr16	85773306	85777306
chr19	39939152	39943152	chr19	40144559	40148559
chr12	109004777	109008777	chr12	108884362	108888362
chr2	26987797	26991797	chr2	27235667	27239667
chr17	76166586	76170586	chr17	76218740	76222740
chr17	28132984	28136984	chr17	28101719	28105719
chr2	172269494	172273494	chr2	171549884	171553884
chr6	33556173	33560173	chr6	33365868	33369868
chr6	32834181	32838181	chr6	33168032	33172032
chr19	36982053	36986053	chr19	36601662	36605662
chr1	161507563	161511563	chr1	162344660	162348660
chr3	127304365	127308365	chr3	127206396	127210396
chr7	72972565	72976565	chr7	73123647	73127647
chr11	47380809	47384809	chr11	47211093	47215093
chr12	57113679	57117679	chr12	57253159	57257159
chr5	156924935	156928935	chr5	156770729	156774729
chr17	2037372	2041372	chr17	2413185	2417185
chr1	221994722	221998722	chr1	222137752	222141752
chr16	22204889	22208889	chr16	22176282	22180282
chr12	52508560	52512560	chr12	51662674	51666674
chr4	87991729	87995729	chr4	88126244	88130244
chr18	9171916	9175916	chr18	9247744	9251744
chr17	80731492	80735492	chr17	80733915	80737915
chr2	172269494	172273494	chr2	172862766	172866766
chr12	12187567	12191567	chr12	12501475	12505475
chr16	12150713	12154713	chr16	12448110	12452110
chr1	55276998	55280998	chr1	55455947	55459947
chr19	10536730	10540730	chr19	10390934	10394934
chr15	75342388	75346388	chr15	75197462	75201462
chr9	136018627	136022627	chr9	136221924	136225924
chr17	8022524	8026524	chr17	8220084	8224084
chr18	44471012	44475012	chr18	44615651	44619651
chr12	51030451	51034451	chr12	51198220	51202220
chr19	18387058	18391058	chr19	19511412	19515412
chr19	50862836	50866836	chr19	51411994	51415994
chr16	89427042	89431042	chr16	89266072	89270072
chr10	104366382	104370382	chr10	104228783	104232783
chr18	11920001	11924001	chr18	11616207	11620207
chr15	34623657	34627657	chr15	34628261	34632261
chr18	44471012	44475012	chr18	44554449	44558449
chr10	97987478	97991478	chr10	97870504	97874504
chr8	42955670	42959670	chr8	43100334	43104334
chr12	111011929	111015929	chr12	111267583	111271583
chr3	189286942	189290942	chr3	189545711	189549711
chr19	19474047	19478047	chr19	19790103	19794103
chr16	88810065	88814065	chr16	88780745	88784745
chr19	34664774	34668774	chr19	34754473	34758473
chr5	74865562	74869562	chr5	75047304	75051304
chrX	41187615	41191615	chrX	41180364	41184364
chr3	53229341	53233341	chr3	52271316	52275316
chr12	56689396	56693396	chr12	56490035	56494035
chr6	26531132	26535132	chr6	26517686	26521686
chr5	118748087	118752087	chr5	118986695	118990695
chr1	154988669	154992669	chr1	155168593	155172593
chr3	52118034	52122034	chr3	51907600	51911600
chr15	43543716	43547716	chr15	44003342	44007342
chr11	65273737	65277737	chr11	65379720	65383720
chr1	32484145	32488145	chr1	32670415	32674415
chr1	27923004	27927004	chr1	27629505	27633505
chr17	76166586	76170586	chr17	76158639	76162639
chr3	5034744	5038744	chr3	5108729	5112729
chr22	42931762	42935762	chr22	42832029	42836029
chr3	9692819	9696819	chr3	9593486	9597486
chr12	9598597	9602597	chr12	9809163	9813163
chr17	4464768	4468768	chr17	4473501	4477501
chr1	59460435	59464435	chr1	59277014	59281014
